# OpenSignals Text File Format. Version 1
# {"98:D3:11:FE:05:A2": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:11:FE:05:A2", "device connection": "BTH98:D3:11:FE:05:A2", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-5", "time": "12:21:28.983", "channels": [4, 5], "sensor": ["EMGBITREV", "RAW"], "label": ["A4", "A5"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A4", "A5"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	506	4	
12	0	0	0	0	505	12	
13	0	0	0	0	505	3	
14	0	0	0	0	507	3	
15	0	0	0	0	506	2	
0	0	0	0	0	507	0	
1	0	0	0	0	507	3	
2	0	0	0	0	507	3	
3	0	0	0	0	505	4	
4	0	0	0	0	502	12	
5	0	0	0	0	505	3	
6	0	0	0	0	505	3	
7	0	0	0	0	505	2	
8	0	0	0	0	507	0	
9	0	0	0	0	507	3	
10	0	0	0	0	508	3	
11	0	0	0	0	508	4	
12	0	0	0	0	506	12	
13	0	0	0	0	508	3	
14	0	0	0	0	505	3	
15	0	0	0	0	507	2	
0	0	0	0	0	508	0	
1	0	0	0	0	507	3	
2	0	0	0	0	507	3	
3	0	0	0	0	505	4	
4	0	0	0	0	505	12	
5	0	0	0	0	506	3	
6	0	0	0	0	505	3	
7	0	0	0	0	506	2	
8	0	0	0	0	505	0	
9	0	0	0	0	505	3	
10	0	0	0	0	505	3	
11	0	0	0	0	506	4	
12	0	0	0	0	508	12	
13	0	0	0	0	509	3	
14	0	0	0	0	508	3	
15	0	0	0	0	507	2	
0	0	0	0	0	509	0	
1	0	0	0	0	506	3	
2	0	0	0	0	506	3	
3	0	0	0	0	505	4	
4	0	0	0	0	507	12	
5	0	0	0	0	506	3	
6	0	0	0	0	508	3	
7	0	0	0	0	504	2	
8	0	0	0	0	508	0	
9	0	0	0	0	509	3	
10	0	0	0	0	508	3	
11	0	0	0	0	508	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	506	2	
0	0	0	0	0	507	0	
1	0	0	0	0	507	3	
2	0	0	0	0	506	3	
3	0	0	0	0	506	4	
4	0	0	0	0	507	12	
5	0	0	0	0	508	3	
6	0	0	0	0	507	3	
7	0	0	0	0	508	2	
8	0	0	0	0	505	0	
9	0	0	0	0	506	3	
10	0	0	0	0	511	3	
11	0	0	0	0	506	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	506	3	
15	0	0	0	0	508	2	
0	0	0	0	0	506	0	
1	0	0	0	0	505	3	
2	0	0	0	0	507	3	
3	0	0	0	0	508	4	
4	0	0	0	0	506	12	
5	0	0	0	0	505	3	
6	0	0	0	0	505	3	
7	0	0	0	0	507	2	
8	0	0	0	0	506	0	
9	0	0	0	0	508	3	
10	0	0	0	0	505	3	
11	0	0	0	0	507	4	
12	0	0	0	0	507	12	
13	0	0	0	0	506	3	
14	0	0	0	0	505	3	
15	0	0	0	0	509	2	
0	0	0	0	0	508	0	
1	0	0	0	0	507	3	
2	0	0	0	0	507	3	
3	0	0	0	0	507	4	
4	0	0	0	0	508	12	
5	0	0	0	0	508	3	
6	0	0	0	0	505	3	
7	0	0	0	0	506	2	
8	0	0	0	0	505	0	
9	0	0	0	0	506	3	
10	0	0	0	0	504	3	
11	0	0	0	0	507	4	
12	0	0	0	0	508	12	
13	0	0	0	0	509	3	
14	0	0	0	0	508	3	
15	0	0	0	0	505	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	12	
5	0	0	0	0	504	3	
6	0	0	0	0	508	3	
7	0	0	0	0	508	2	
8	0	0	0	0	507	0	
9	0	0	0	0	505	3	
10	0	0	0	0	507	3	
11	0	0	0	0	505	4	
12	0	0	0	0	509	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	505	2	
0	0	0	0	0	508	0	
1	0	0	0	0	509	3	
2	0	0	0	0	508	3	
3	0	0	0	0	507	4	
4	0	0	0	0	506	12	
5	0	0	0	0	507	3	
6	0	0	0	0	506	3	
7	0	0	0	0	507	2	
8	0	0	0	0	505	0	
9	0	0	0	0	505	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	506	11	
13	0	0	0	0	506	3	
14	0	0	0	0	507	3	
15	0	0	0	0	507	2	
0	0	0	0	0	508	0	
1	0	0	0	0	504	3	
2	0	0	0	0	505	3	
3	0	0	0	0	507	4	
4	0	0	0	0	506	12	
5	0	0	0	0	505	3	
6	0	0	0	0	505	3	
7	0	0	0	0	506	2	
8	0	0	0	0	505	0	
9	0	0	0	0	504	3	
10	0	0	0	0	506	3	
11	0	0	0	0	508	4	
12	0	0	0	0	510	12	
13	0	0	0	0	509	3	
14	0	0	0	0	505	3	
15	0	0	0	0	508	2	
0	0	0	0	0	510	0	
1	0	0	0	0	508	3	
2	0	0	0	0	509	3	
3	0	0	0	0	508	4	
4	0	0	0	0	504	12	
5	0	0	0	0	507	3	
6	0	0	0	0	505	3	
7	0	0	0	0	505	2	
8	0	0	0	0	505	0	
9	0	0	0	0	504	3	
10	0	0	0	0	503	3	
11	0	0	0	0	507	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	508	2	
0	0	0	0	0	509	0	
1	0	0	0	0	507	3	
2	0	0	0	0	507	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	507	3	
6	0	0	0	0	507	3	
7	0	0	0	0	506	2	
8	0	0	0	0	505	0	
9	0	0	0	0	506	3	
10	0	0	0	0	506	3	
11	0	0	0	0	506	4	
12	0	0	0	0	505	12	
13	0	0	0	0	506	3	
14	0	0	0	0	504	3	
15	0	0	0	0	508	2	
0	0	0	0	0	505	0	
1	0	0	0	0	508	3	
2	0	0	0	0	510	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	506	3	
6	0	0	0	0	507	3	
7	0	0	0	0	506	2	
8	0	0	0	0	507	0	
9	0	0	0	0	507	3	
10	0	0	0	0	505	3	
11	0	0	0	0	505	4	
12	0	0	0	0	506	12	
13	0	0	0	0	509	3	
14	0	0	0	0	507	3	
15	0	0	0	0	506	2	
0	0	0	0	0	508	0	
1	0	0	0	0	508	3	
2	0	0	0	0	507	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	12	
5	0	0	0	0	506	3	
6	0	0	0	0	508	3	
7	0	0	0	0	507	2	
8	0	0	0	0	506	0	
9	0	0	0	0	503	3	
10	0	0	0	0	505	3	
11	0	0	0	0	504	4	
12	0	0	0	0	508	12	
13	0	0	0	0	511	3	
14	0	0	0	0	508	3	
15	0	0	0	0	507	2	
0	0	0	0	0	507	0	
1	0	0	0	0	506	3	
2	0	0	0	0	506	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	12	
5	0	0	0	0	508	3	
6	0	0	0	0	507	3	
7	0	0	0	0	507	2	
8	0	0	0	0	506	0	
9	0	0	0	0	504	3	
10	0	0	0	0	505	3	
11	0	0	0	0	507	4	
12	0	0	0	0	504	12	
13	0	0	0	0	507	3	
14	0	0	0	0	507	3	
15	0	0	0	0	508	2	
0	0	0	0	0	508	0	
1	0	0	0	0	505	3	
2	0	0	0	0	505	3	
3	0	0	0	0	505	4	
4	0	0	0	0	507	12	
5	0	0	0	0	507	3	
6	0	0	0	0	510	3	
7	0	0	0	0	509	2	
8	0	0	0	0	506	0	
9	0	0	0	0	508	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	504	11	
13	0	0	0	0	504	3	
14	0	0	0	0	504	3	
15	0	0	0	0	508	2	
0	0	0	0	0	508	0	
1	0	0	0	0	508	3	
2	0	0	0	0	507	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	11	
5	0	0	0	0	507	3	
6	0	0	0	0	508	3	
7	0	0	0	0	505	2	
8	0	0	0	0	506	0	
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	504	4	
12	0	0	0	0	504	11	
13	0	0	0	0	504	3	
14	0	0	0	0	503	3	
15	0	0	0	0	504	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	507	3	
3	0	0	0	0	506	4	
4	0	0	0	0	509	12	
5	0	0	0	0	508	3	
6	0	0	0	0	508	3	
7	0	0	0	0	508	2	
8	0	0	0	0	508	0	
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	506	4	
12	0	0	0	0	506	12	
13	0	0	0	0	505	3	
14	0	0	0	0	504	3	
15	0	0	0	0	506	2	
0	0	0	0	0	506	0	
1	0	0	0	0	510	3	
2	0	0	0	0	508	3	
3	0	0	0	0	507	4	
4	0	0	0	0	506	12	
5	0	0	0	0	510	3	
6	0	0	0	0	508	3	
7	0	0	0	0	509	2	
8	0	0	0	0	507	0	
9	0	0	0	0	504	3	
10	0	0	0	0	505	3	
11	0	0	0	0	508	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	506	2	
0	0	0	0	0	507	0	
1	0	0	0	0	505	3	
2	0	0	0	0	505	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	507	3	
6	0	0	0	0	506	3	
7	0	0	0	0	509	2	
8	0	0	0	0	506	0	
9	0	0	0	0	509	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	507	12	
13	0	0	0	0	504	3	
14	0	0	0	0	506	3	
15	0	0	0	0	505	2	
0	0	0	0	0	508	0	
1	0	0	0	0	504	3	
2	0	0	0	0	506	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	12	
5	0	0	0	0	508	3	
6	0	0	0	0	505	3	
7	0	0	0	0	509	2	
8	0	0	0	0	509	0	
9	0	0	0	0	507	3	
10	0	0	0	0	504	3	
11	0	0	0	0	507	4	
12	0	0	0	0	508	12	
13	0	0	0	0	507	3	
14	0	0	0	0	507	3	
15	0	0	0	0	504	2	
0	0	0	0	0	505	0	
1	0	0	0	0	505	3	
2	0	0	0	0	506	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	505	3	
6	0	0	0	0	508	3	
7	0	0	0	0	508	2	
8	0	0	0	0	504	0	
9	0	0	0	0	508	3	
10	0	0	0	0	508	3	
11	0	0	0	0	509	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	505	2	
0	0	0	0	0	505	0	
1	0	0	0	0	506	3	
2	0	0	0	0	505	3	
3	0	0	0	0	505	4	
4	0	0	0	0	508	12	
5	0	0	0	0	508	3	
6	0	0	0	0	507	3	
7	0	0	0	0	508	2	
8	0	0	0	0	508	0	
9	0	0	0	0	507	3	
10	0	0	0	0	506	3	
11	0	0	0	0	509	4	
12	0	0	0	0	508	12	
13	0	0	0	0	505	3	
14	0	0	0	0	509	3	
15	0	0	0	0	505	2	
0	0	0	0	0	504	0	
1	0	0	0	0	503	3	
2	0	0	0	0	507	3	
3	0	0	0	0	505	4	
4	0	0	0	0	504	12	
5	0	0	0	0	504	3	
6	0	0	0	0	508	3	
7	0	0	0	0	510	2	
8	0	0	0	0	509	0	
9	0	0	0	0	508	3	
10	0	0	0	0	507	3	
11	0	0	0	0	506	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	509	3	
15	0	0	0	0	505	2	
0	0	0	0	0	506	0	
1	0	0	0	0	504	3	
2	0	0	0	0	504	3	
3	0	0	0	0	507	4	
4	0	0	0	0	508	12	
5	0	0	0	0	509	3	
6	0	0	0	0	505	3	
7	0	0	0	0	507	2	
8	0	0	0	0	508	0	
9	0	0	0	0	511	3	
10	0	0	0	0	509	3	
11	0	0	0	0	508	4	
12	0	0	0	0	508	12	
13	0	0	0	0	508	3	
14	0	0	0	0	506	3	
15	0	0	0	0	504	2	
0	0	0	0	0	505	0	
1	0	0	0	0	504	3	
2	0	0	0	0	505	3	
3	0	0	0	0	504	4	
4	0	0	0	0	505	12	
5	0	0	0	0	506	3	
6	0	0	0	0	510	3	
7	0	0	0	0	509	2	
8	0	0	0	0	505	0	
9	0	0	0	0	510	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	510	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	503	2	
0	0	0	0	0	507	0	
1	0	0	0	0	505	3	
2	0	0	0	0	504	3	
3	0	0	0	0	506	4	
4	0	0	0	0	505	12	
5	0	0	0	0	508	3	
6	0	0	0	0	509	3	
7	0	0	0	0	508	2	
8	0	0	0	0	506	0	
9	0	0	0	0	508	3	
10	0	0	0	0	508	3	
11	0	0	0	0	508	4	
12	0	0	0	0	504	12	
13	0	0	0	0	504	3	
14	0	0	0	0	506	3	
15	0	0	0	0	508	2	
0	0	0	0	0	508	0	
1	0	0	0	0	508	3	
2	0	0	0	0	505	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	508	3	
6	0	0	0	0	508	3	
7	0	0	0	0	506	2	
8	0	0	0	0	508	0	
9	0	0	0	0	507	3	
10	0	0	0	0	506	3	
11	0	0	0	0	505	4	
12	0	0	0	0	505	12	
13	0	0	0	0	507	3	
14	0	0	0	0	506	3	
15	0	0	0	0	505	2	
0	0	0	0	0	507	0	
1	0	0	0	0	503	3	
2	0	0	0	0	506	3	
3	0	0	0	0	507	4	
4	0	0	0	0	510	12	
5	0	0	0	0	508	3	
6	0	0	0	0	508	3	
7	0	0	0	0	508	2	
8	0	0	0	0	506	0	
9	0	0	0	0	504	3	
10	0	0	0	0	506	3	
11	0	0	0	0	505	4	
12	0	0	0	0	504	11	
13	0	0	0	0	504	3	
14	0	0	0	0	508	3	
15	0	0	0	0	507	2	
0	0	0	0	0	507	0	
1	0	0	0	0	506	3	
2	0	0	0	0	505	3	
3	0	0	0	0	506	4	
4	0	0	0	0	504	12	
5	0	0	0	0	506	3	
6	0	0	0	0	508	3	
7	0	0	0	0	508	2	
8	0	0	0	0	507	0	
9	0	0	0	0	505	3	
10	0	0	0	0	506	3	
11	0	0	0	0	508	4	
12	0	0	0	0	508	11	
13	0	0	0	0	508	3	
14	0	0	0	0	509	3	
15	0	0	0	0	509	2	
0	0	0	0	0	509	0	
1	0	0	0	0	507	3	
2	0	0	0	0	505	3	
3	0	0	0	0	505	4	
4	0	0	0	0	506	12	
5	0	0	0	0	505	3	
6	0	0	0	0	505	3	
7	0	0	0	0	509	2	
8	0	0	0	0	507	0	
9	0	0	0	0	506	3	
10	0	0	0	0	505	3	
11	0	0	0	0	506	4	
12	0	0	0	0	502	12	
13	0	0	0	0	504	3	
14	0	0	0	0	506	3	
15	0	0	0	0	508	2	
0	0	0	0	0	511	0	
1	0	0	0	0	511	3	
2	0	0	0	0	513	3	
3	0	0	0	0	511	4	
4	0	0	0	0	507	12	
5	0	0	0	0	505	3	
6	0	0	0	0	504	3	
7	0	0	0	0	504	2	
8	0	0	0	0	505	0	
9	0	0	0	0	506	3	
10	0	0	0	0	508	3	
11	0	0	0	0	508	4	
12	0	0	0	0	509	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	507	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	507	4	
4	0	0	0	0	504	12	
5	0	0	0	0	507	3	
6	0	0	0	0	506	3	
7	0	0	0	0	504	2	
8	0	0	0	0	505	0	
9	0	0	0	0	504	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	509	12	
13	0	0	0	0	508	3	
14	0	0	0	0	507	3	
15	0	0	0	0	508	2	
0	0	0	0	0	507	0	
1	0	0	0	0	507	3	
2	0	0	0	0	506	3	
3	0	0	0	0	505	4	
4	0	0	0	0	505	12	
5	0	0	0	0	507	3	
6	0	0	0	0	508	3	
7	0	0	0	0	505	1	
8	0	0	0	0	507	0	
9	0	0	0	0	506	3	
10	0	0	0	0	505	3	
11	0	0	0	0	507	4	
12	0	0	0	0	507	12	
13	0	0	0	0	507	3	
14	0	0	0	0	508	3	
15	0	0	0	0	508	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	506	4	
4	0	0	0	0	508	12	
5	0	0	0	0	505	3	
6	0	0	0	0	504	3	
7	0	0	0	0	506	2	
8	0	0	0	0	504	0	
9	0	0	0	0	507	3	
10	0	0	0	0	505	3	
11	0	0	0	0	505	4	
12	0	0	0	0	506	12	
13	0	0	0	0	506	3	
14	0	0	0	0	505	3	
15	0	0	0	0	506	2	
0	0	0	0	0	506	0	
1	0	0	0	0	506	3	
2	0	0	0	0	507	3	
3	0	0	0	0	507	4	
4	0	0	0	0	508	12	
5	0	0	0	0	508	3	
6	0	0	0	0	508	3	
7	0	0	0	0	505	2	
8	0	0	0	0	506	0	
9	0	0	0	0	505	3	
10	0	0	0	0	507	3	
11	0	0	0	0	507	4	
12	0	0	0	0	508	12	
13	0	0	0	0	505	3	
14	0	0	0	0	506	3	
15	0	0	0	0	506	2	
0	0	0	0	0	508	0	
1	0	0	0	0	508	3	
2	0	0	0	0	507	3	
3	0	0	0	0	507	4	
4	0	0	0	0	507	12	
5	0	0	0	0	506	3	
6	0	0	0	0	507	3	
7	0	0	0	0	508	2	
8	0	0	0	0	508	0	
9	0	0	0	0	509	3	
10	0	0	0	0	507	3	
11	0	0	0	0	507	4	
12	0	0	0	0	504	12	
13	0	0	0	0	505	3	
14	0	0	0	0	505	3	
15	0	0	0	0	511	2	
0	0	0	0	0	510	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	505	4	
4	0	0	0	0	506	12	
5	0	0	0	0	508	3	
6	0	0	0	0	511	3	
7	0	0	0	0	506	2	
8	0	0	0	0	505	0	
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	506	4	
12	0	0	0	0	505	12	
13	0	0	0	0	506	3	
14	0	0	0	0	507	3	
15	0	0	0	0	507	2	
0	0	0	0	0	504	0	
1	0	0	0	0	505	3	
2	0	0	0	0	508	3	
3	0	0	0	0	506	4	
4	0	0	0	0	507	12	
5	0	0	0	0	508	3	
6	0	0	0	0	506	3	
7	0	0	0	0	507	1	
8	0	0	0	0	504	0	
9	0	0	0	0	506	3	
10	0	0	0	0	506	3	
11	0	0	0	0	506	4	
12	0	0	0	0	505	12	
13	0	0	0	0	505	3	
14	0	0	0	0	507	3	
15	0	0	0	0	508	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	504	4	
4	0	0	0	0	508	12	
5	0	0	0	0	506	3	
6	0	0	0	0	505	3	
7	0	0	0	0	506	2	
8	0	0	0	0	508	0	
9	0	0	0	0	506	3	
10	0	0	0	0	507	3	
11	0	0	0	0	504	4	
12	0	0	0	0	506	12	
13	0	0	0	0	508	3	
14	0	0	0	0	508	3	
15	0	0	0	0	508	2	
0	0	0	0	0	507	0	
1	0	0	0	0	505	3	
2	0	0	0	0	507	3	
3	0	0	0	0	506	4	
4	0	0	0	0	505	12	
5	0	0	0	0	505	3	
6	0	0	0	0	504	3	
7	0	0	0	0	508	2	
8	0	0	0	0	506	0	
9	0	0	0	0	505	3	
10	0	0	0	0	506	3	
11	0	0	0	0	504	4	
12	0	0	0	0	508	12	
13	0	0	0	0	509	3	
14	0	0	0	0	506	3	
15	0	0	0	0	505	2	
0	0	0	0	0	508	0	
1	0	0	0	0	507	3	
2	0	0	0	0	508	3	
3	0	0	0	0	507	4	
4	0	0	0	0	505	12	
5	0	0	0	0	507	3	
6	0	0	0	0	510	3	
7	0	0	0	0	505	2	
8	0	0	0	0	507	0	
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	505	4	
12	0	0	0	0	504	12	
13	0	0	0	0	505	3	
14	0	0	0	0	506	3	
15	0	0	0	0	508	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	510	3	
3	0	0	0	0	509	4	
4	0	0	0	0	506	12	
5	0	0	0	0	505	3	
6	0	0	0	0	509	3	
7	0	0	0	0	510	2	
8	0	0	0	0	507	0	
9	0	0	0	0	508	3	
10	0	0	0	0	504	3	
11	0	0	0	0	505	4	
12	0	0	0	0	505	12	
13	0	0	0	0	505	3	
14	0	0	0	0	505	3	
15	0	0	0	0	506	2	
0	0	0	0	0	506	0	
1	0	0	0	0	506	3	
2	0	0	0	0	508	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	504	3	
6	0	0	0	0	507	3	
7	0	0	0	0	508	2	
8	0	0	0	0	507	0	
9	0	0	0	0	508	3	
10	0	0	0	0	507	3	
11	0	0	0	0	507	4	
12	0	0	0	0	505	12	
13	0	0	0	0	506	3	
14	0	0	0	0	503	3	
15	0	0	0	0	506	2	
0	0	0	0	0	505	0	
1	0	0	0	0	504	3	
2	0	0	0	0	506	3	
3	0	0	0	0	511	4	
4	0	0	0	0	509	12	
5	0	0	0	0	507	3	
6	0	0	0	0	509	3	
7	0	0	0	0	509	2	
8	0	0	0	0	508	0	
9	0	0	0	0	507	3	
10	0	0	0	0	505	3	
11	0	0	0	0	505	4	
12	0	0	0	0	505	12	
13	0	0	0	0	506	3	
14	0	0	0	0	504	3	
15	0	0	0	0	507	2	
0	0	0	0	0	508	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	505	3	
6	0	0	0	0	507	3	
7	0	0	0	0	505	2	
8	0	0	0	0	508	0	
9	0	0	0	0	507	3	
10	0	0	0	0	507	3	
11	0	0	0	0	508	4	
12	0	0	0	0	505	12	
13	0	0	0	0	506	3	
14	0	0	0	0	508	3	
15	0	0	0	0	505	2	
0	0	0	0	0	507	0	
1	0	0	0	0	508	3	
2	0	0	0	0	508	3	
3	0	0	0	0	508	4	
4	0	0	0	0	507	12	
5	0	0	0	0	507	3	
6	0	0	0	0	509	3	
7	0	0	0	0	507	2	
8	0	0	0	0	506	0	
9	0	0	0	0	508	3	
10	0	0	0	0	506	3	
